URL;Titre;Categorie;Description;ImageFilename
https://www.academiedugout.fr/ingredients/caramel_284;Caramel;chocolats et produits sucrés;Le caramel est une préparation obtenu après cuisson du sucre. Il peut décorer, parfumer des desserts ou souder des pâtisseries en durcissant. En bonbon, réalisé avec du lait, du beurre (salé ou non) ou de la crème, le caramel peut être mou ou dur. C’est également un colorant qui permet de conférer à certaines préparations une teinte dorée ou marron.;fotolia_53410826_subscription_xl-copy-copy.jpg
https://www.academiedugout.fr/ingredients/chocolat-au-lait_285;Chocolat au lait;chocolats et produits sucrés;Douceur souvent associée à l'enfance, le chocolat au lait est composé de 30 à 40 % de cacao, de sucre, de beurre de cacao et de lait en poudre, qui lui confère sa couleur brun clair caractéristique. Le chocolat au lait se présente sous forme de tablette ou de pistoles et entre dans la composition de nombreux dessert et sucreries.;fotolia_39787111_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/chocolat-blanc_286;Chocolat blanc;chocolats et produits sucrés;Le chocolat blanc est composé de beurre de cacao (20% minimum selon la réglementation européenne), de sucre et de lait (en poudre, généralement). Il peut également contenir des arômes.Très doux, le chocolat blanc est particulièrement apprécié des enfants. Contrairement auchocolat noiret au lait, il ne contient pas de poudre de cacao, ce qui lui confère sa couleur blanche ivoire caractéristique. Le chocolat blanc est une invention récente. Il a vu le jour dans les années 1930, en Suisse, où il a été créé pour permettre à l'entreprise Nestlé d'écouler son surplus de beurre de cacao. Son succès, immédiat, ne s'est pas démenti depuis.;fotolia_49124840_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/chocolat-noir_287;Chocolat noir;chocolats et produits sucrés;Le chocolat noir est constitué de beurre de cacao, de poudre de cacao et de sucre. Contrairement auchocolat au laitet au chocolat blanc, il ne contient pas de composant lacté. Sa couleur est ainsi d'un brun plus soutenu. Pour bénéficier de l'appellation « chocolat noir », la réglementation européenne lui impose de contenir entre 35 et 100 % de cacao. En pratique, le chocolat noir proposé dans le commerce contient généralement entre 40 % et 99 % de cacao.;fotolia_34656367_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/confiture_288;Confiture;chocolats et produits sucrés;On appelle « confiture » l'ensemble des aliments cuits ou confits dans du sucre : confitures de fruits, marmelade, fruits confits, pâtes de fruits... Dans le langage commun, la confiture désigne surtout la préparation obtenue par cuisson des fruits avec leur équivalent de sucre et dégustée sur les tartines de pain. Pour être qualifiée de « confiture », une préparation doit contenir a minima 55% de sucre. Les confitures « allégées » doivent quant à elle afficher un taux de sucre allant de 42 à 45% après cuisson. La gelée, à base jus de fruits filtré, appartient également à la famille des confitures.;fotolia_60443031_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/fleur-doranger_289;Fleur d’oranger;chocolats et produits sucrés;La fleur d’oranger est issue du bigaradier, un arbre d’origine indienne (ou chinoise ? les avis divergent) pouvant mesurer jusqu’à 10 mètres. Le bigaradier donne des bigarades, plus communément appeléesoranges amères. Très odorantes, ses fleurs blanches ou roses sont utilisées en cuisine mais également en parfumerie : l’huile essentielle de la fleur de bigaradier, le néroli, appartient à la famille des hespéridés.;fotolia_40981104_subscription_xxl.jpg
https://www.academiedugout.fr/ingredients/fructose_290;Fructose;épices, huiles et condiments;Le fructose est un glucide simple, composé d’une seule molécule. Il se trouve dans les fruits (d’où son nom), mais aussi, en quantités plus ou moins importantes, dans tous les végétaux qui ont une saveur sucrée, dans le miel, le sirop d’érable. Il est aussi un des composants du sucre (saccharose) puisque celui-ci est fait d’une molécule de glucose et d’une autre de fructose. Le pouvoir sucrant du fructose est de 130 à 150, supérieur à celui du sucre (100), ce qui permet d’en employer moins dans une préparation. Ses propriétés sont identiques à celles du sucre : apport de croustillant, de coloration et d’arôme, car il se transforme aussi en caramel au cours de la cuisson. Il a également le même pouvoir de conservation. Il est très employé par l’industrie agro-alimentaire sous forme de sirop de maïs (HFCS soit « high-fructose corn syrup ») ou de sirop de glucose-fructose, car il revient moins cher que le sucre de betterave ou de canne.;fotolia_54019709_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/miel-de-lavande_291;Miel de lavande;chocolats et produits sucrés;Le miel de lavande provient des petites fleurs violettes des brins de lavande, butinées par les abeilles au cœur de l'été. Ce miel à la sa saveur fine et florale est essentiellement issu de la région Provence-Alpes-Côte-d'Azur. Sa couleur varie du blanc crémeux au jaune ambré. Le miel de lavande possède des vertus anti-inflammatoires et cicatrisantes. A poids égal, son pouvoir sucrant est 30% supérieur à celui du sucre.;fotolia_47795229_subscription_xl1-copy.jpg
https://www.academiedugout.fr/ingredients/nougat_292;Nougat;chocolats et produits sucrés;Le nougat est une confiserie à base de blanc d’œuf, de miel et d’amandes. On peut également y trouver d’autres fruits secs, comme despistaches, des noisettes ou des noix. Il se présente généralement sous forme de barres ou de cubes de couleur beige. Confectionné sans blanc d’œuf, le nougat s’appelle alorsnougat noir. En France, le nougat est originaire de Provence, notamment de Montélimar et de Sault. Dans la tradition provençale, il fait d’ailleurs partie des treize desserts servis au moment de Noël.;fotolia_53065929_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/nougat-ou-turron_293;Touron (turron);chocolats et produits sucrés;Le touron (turron en espagnol) est la version espagnole du nougat. Originaire de Catalogne, il se prépare, comme son cousin provençal, avec des blancs d’œufs, du miel, du sucre et des amandes. Il existe en deux versions : dur ou mou. Cette confiserie se déguste principalement au moment de Noël. « Turron » vient du mot catalan « torrar » qui signifie « faire griller ».;fotolia_41856805_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/aubergine_294;Aubergine;légumes;Icône de la cuisine méditerranéenne, l'aubergine fait partie de ces aliments caméléons qui s'apprêtent de mille et une façons. Fruit consommé comme légume, l'aubergine compte plusieurs variétés même si la violette reste la plus répandue en France. Sa forme oblongue et sa jolie couleur pourpre font de l'aubergine un légume populaire, apprécié et ce, grâce à son côté charnu, sa chair subtile et goûteuse.;fotolia_55698370_subscription_xl.jpg
https://www.academiedugout.fr/ingredients/speculos_295;Spéculoos;chocolats et produits sucrés;Le spéculoos (ou spéculos) est un gâteau rectangulaire et fin parfumé à la cannelle, au gingembre, à la noix de muscade, aux clous de girofle et aromatisé à lacassonade. A l'origine, ce gâteau croquant de couleur brune était en forme de Saint-Nicolas (on le retrouvait sous cette forme en Belgique, aux Pays-Bas, dans l’ouest de l’Allemagne et le nord de la France).;fotolia_46189328_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/sirop-dagave_296;Sirop d'agave;chocolats et produits sucrés;Le sirop d’agave est obtenu après avoir bouilli la sève extraite du cœur de l’agave bleu, un cactus originaire du Mexique servant par ailleurs à fabriquer la tequila. Cet édulcorant naturel est très en vogue grâce notamment à son fort pouvoir sucrant et à son présumé faible indice glycémique (il est pourtant autant calorique que du sucre blanc). Son goût neutre et sa texture lui permettent de sucrer tous types de préparations : du yaourt en passant par des travers de porc à caraméliser.;agave-copy.jpg
https://www.academiedugout.fr/ingredients/sirop-de-riz_297;Sirop de riz;épices, huiles et condiments;Le sirop de riz est obtenu après fermentation de grains de riz (parfois de riz et d’orge) qui favorise la transformation de l’amidon en sucre. Sa texture semblable au miel et son léger goût de caramel en font un substitut idéal pour la préparation de pâtisseries, son pouvoir sucrant étant légèrement plus faible que le sucre blanc. En plus d’être riche en minéraux, le sirop de riz est une excellente source d’énergie grâce aux différents sucres qu’il délivre de manière différée dans l’organisme.;sirop-de-riz-copy.jpg
https://www.academiedugout.fr/ingredients/sucre-blanc-sucre-semoule_298;Sucre blanc (sucre semoule);épices, huiles et condiments;Le sucre blanc est obtenu après cristallisation du jus de betterave à sucre ou du jus de canne à sucre. Ces cristaux sont ensuite broyés puis tamisés. En France, plus de 90% de sucre blanc commercialisé provient de la betterave sucrière. Ce sucre affiné car dépourvu de mélasse (sirop de sucre obtenu lors de l’ultime étape de cristallisation) revêt plusieurs fonctions. En plus d’agir comme exhausteur de goût, le sucre blanc aide à la conservation, donne de la texture et de l’élasticité aux aliments.;sucre-blanc-semoule-copy.jpg
https://www.academiedugout.fr/ingredients/sucre-roux_299;Sucre roux / Cassonade;épices, huiles et condiments;Le sucre roux peut être obtenu à partir de betterave à sucre (une cuisson prolongée lui donnera cette couleur dorée) ou à partir de canne à sucre, on parlera dans ce cas de cassonade. Ce sucre de canne résulte de la première extraction du jus de canne par la suite cristallisé. Ce sucre brun peu raffiné encore pourvu de mélasse offre des notes aromatiques de vanille, de caramel qui donnent un plus de parfum aux pâtisseries.;sucre-roux.jpg
https://www.academiedugout.fr/ingredients/aneth_300;Aneth;épices, huiles et condiments;Délicate plante aromatique, l'aneth présente un goût anisé, plus subtil que celui du fenouil. Son feuillage, tout comme les graines issues des ombelles jaune clair, sont comestibles. L'aneth possède des vertus digestives et diurétiques. Il est très présent dans la cuisine d'Europe de l'Est et la gastronomie scandinave.;fotolia_55210915_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/anis_301;Anis vert;épices, huiles et condiments;L'anis est une plante aromatique dont les graines, très parfumées, sont utilisées en cuisine. Il possède une saveur proche de celle de l'anis étoilé, étalement appelé « badiane ». Moulu, l'anis vert entre dans la composition du mélange d'épices à pain d'épice et le cinq-épices, poudre typique de la gastronomie asiatique. Il a donné son nom aux anis de Flavigny, petites billes à base de grains d'anis vert enrobés de sucre, et confère sa saveur au Pastis et à l'Ouzo, anisette grecque.;fotolia_51384934_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/baie-de-genievre_302;Baie de genièvre;épices, huiles et condiments;Les baies de genièvre sont le fruit d’un arbrisseau issu de l’hémisphère Nord, le genévrier. Ces baies charnues sont dans un premier temps vertes, avant d’adopter une couleur oscillant entre le bleu, le noir et le violet. Elles auraient des vertus médicinales (diurétiques, antiseptique, toniques et digestives) utilisées depuis bien longtemps. En plus de parfumer les gibiers ou la choucroute, les baies de genièvre entrent dans la composition dugin.;fotolia_55448579_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/capucine_303;Capucine;épices, huiles et condiments;Cette plante herbacée, originaire d’Amérique du Sud (on l’appelle parfois le « cresson du Pérou »), appartient à la famille des Tropaelolacées.  C’est au 17ème siècle, grâce aux conquistadors hollandais, qu’elle a été implantée en Europe. LaTropaeolum majusn’est pas seulement ornementale : tout, absolument tout se mange dans la capucine. On prête même à ses graines des propriétés médicales, contre les maux de gorges ou les infections urinaires.;fotolia_32793594_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/cardamome_304;Cardamome;épices, huiles et condiments;Originaire d’Inde, plus précisément de la côte de Malabar, la cardamome est la graine d’une plante vivace. Enfermée dans sa gousse verte, elle possède une saveur inimitable, chaude, poivrée et légèrement citronnée. Les graines sont brunes ou noires et collent légèrement. Cette épice, largement répandue dans la cuisine orientale, est une des plus chères du monde après le safran. Une petite quantité suffit à parfumer un plat ou relever une boisson.;fotolia_41530699_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/cumin_305;Cumin;épices, huiles et condiments;Consommé depuis des millénaires, le cumin est une plante aromatique annuelle méditerranéenne. Sa tige, fragile et ramifiée, peut atteindre 50 centimètres de hauteur. Ses fleurs (blanches ou légèrement rosées) donnent des graines oblongues, striées, d’un brun tirant sur le jaune. La récolte se fait lorsque les cosses sont brunes. A ne pas confondre avec le « cumin des prés » (qui est en fait lecarvi), moins parfumé.;fotolia_38245195_subscription_l-copy.jpg
https://www.academiedugout.fr/ingredients/curry_306;Curry;épices, huiles et condiments;Un curry peut désigner aussi bien un type de plat (généralement d’inspiration indienne, mais aussi Thaï) que le mélange d’épices qui entre dans la composition de ces plats. Les variations sont illimitées : tout dépend du nombre d’épices utilisées pour le curry, de leur dosage ou de leur saveur, de la plus douce à la plus pimentée. Certaines recettes de currys peuvent ainsi nécessiter une centaines d’épices ! De manière générale, on ne compte plus raisonnablement qu’une quinzaine d’épices.;fotolia_52317494_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/fleur-de-sel_307;Fleur de sel;épices, huiles et condiments;La fleur de sel se récolte en surface des marais salants où une couche de cristaux se forme grâce au vent. La fleur de sel se distingue par ses gros cristaux (à ne pas confondre avec legros sel, qui est de la fleur de sel coulée) récoltés en fin d’après midi ou le soir par temps sec avec une « lousse à fleur ». En France, la fleur de sel vient de Guérande, de l’Île de Ré ou de Noirmoutier. Son goût, très fin et iodé, en fait un allié privilégié dans la cuisine.;fotolia_53135986_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/furikake_308;Furikake;épices, huiles et condiments;Le furikake est un condiment séché que l’on retrouve dans la cuisine japonaise. Traditionnellement saupoudré sur le riz chaud, il lui confère une saveur umami (l’une des cinq saveurs de base, avec le sucré, le salé, l’amer et l’acide). Il est généralement composé d’un mélange desésame, d’algues, de sel et de glutamate, auquel s’ajoutent d’autres ingrédients (poisson, miso, œufs de morue).;51d0dyjltol._sx270_-copy.jpg
https://www.academiedugout.fr/ingredients/huile-a-la-truffe_309;Huile à la truffe;épices, huiles et condiments;L’huile à la truffe est une spécialité réalisée à partir d’huile au goût plutôt neutre (maïs ou tournesol) ou d’huile d’olive aromatisée à latruffe. Les plus parfumées, les plus chics et les plus chères ont une petite truffe ou un morceau qui macère dans la bouteille. Une idée facile à reproduire chez soi : bien que la truffe soit très coûteuse, cet investissement est vite rentabilisé puisqu’une fois la bouteille vide, il est possible de remplir à nouveau avec de l’huile neuve qui se parfumera en quelques jours.;fotolia_21675636_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/huile-dargan_310;Huile d’argan;épices, huiles et condiments;Fabriquée à partir des « amandons » des fruits de l’arganier, un arbre endémique notamment présent au Maroc et en Algérie, l’huile d’argan (ou huile d’argane) est utilisée depuis des siècles par les populations berbères. Cette huile rare, aux nombreuses vertus bienfaisantes, est utilisée aussi bien en cuisine qu’en cosmétique, où elle répare efficacement peaux et cheveux secs. Si l’huile d’argan alimentaire peut être utilisée sur le corps, il vaut mieux éviter l’inverse. Le processus de fabrication de l’huile d’argan diffère en effet selon son utilisation finale : fabriquée à des fins gastronomique, elle est faite à partir d’amandons torréfiés et possède une saveur et une odeur bien plus intense.;fotolia_54735098_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/huile-davocat_311;Huile d’avocat;épices, huiles et condiments;Utilisée en cosmétique pour ses vertus nourrissantes, l’huile d’avocat excelle également en cuisine. Pour obtenir un litre d’huile, dix kilos d’avocats sont nécessaires. Plusieurs méthodes sont utilisées pour l’extraction : on peut déshydrater des copeaux par chauffage puis les presser ou centrifuger la pulpe du fruit. La pression à froid permet d’obtenir une huile de grande qualité. Elle a le même goût et est aussi douce que l’avocat.;fotolia_58640061_subscription_l-copy.jpg
https://www.academiedugout.fr/ingredients/huile-de-colza_312;Huile de colza;épices, huiles et condiments;Deuxième huile la plus vendue en France derrière celle de tournesol, l’huile de colza fut longtemps boudée et considérée comme néfaste pour la santé. En cause, sa teneur en acide érucique, acide gras monoinsaturé désormais strictement encadrée grâce à un contrôle des plants de colza. Utilisée en huile du quotidien, elle cumule pourtant les bons points : elle a une faible teneur en acides gras et est une bonne source d’oméga 3. En revanche, elle n’est pas la plus indiquée pour la friture.;fotolia_42130234_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/huile-de-mais_313;Huile de maïs;épices, huiles et condiments;Huile végétale extraite de la céréale, l’huile de maïs (ou plus précisément l’huile de germe de maïs) est particulièrement utilisée dans l’alimentation, notamment sous forme de margarine. Elle est plus répandue aux Etats-Unis qu’en Europe. Il n’y a pourtant aucune raison de la bouder : elle peut être utilisée sans difficultés pour la friture ou la cuisson et se prête à bien des usages. Contrairement à d’autres huiles qui ont tendance à s’acheter extra-vierge ou de première pression à froid, l’huile de maïs est souvent raffinée.;fotolia_62970984_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/huile-de-paraffine_314;Huile de paraffine;épices, huiles et condiments;Recommandée dans le cadre du (controversé) régime Dukan et autres régimes amincissants, l’huile de paraffine est un produit chimique dérivé du pétrole. L’huile de paraffine, non calorique, n’est pas métabolisée par l’organisme, d’où ses propriétés laxatives. Sans goût ni odeur, elle n’apporte aucun nutriment et aucune vitamine. Son utilisation est contestée : l’huile de paraffine est parfois considérée comme étant dangereuse (elle peut entraîner des pertes vitaminiques par son action laxative) voire même cancérigène.;fotolia_52656622_subscription_xl-1-copy.jpg
https://www.academiedugout.fr/ingredients/huile-de-pepin-de-raisin_315;Huile de pépin de raisin;épices, huiles et condiments;Egalement utilisée en cosmétique où elle adoucit la peau, les cheveux et les ongles, l’huile de pépin de raisin est également un bon allié culinaire. Elle tient la chaleur et se prête particulièrement à la fondue bourguignonne. Elle est particulièrement goûteuse et peut être conservée avec quelques herbes aromatiques séchées (thym, laurier, romarin) qui lui donneront encore plus de goût.;fotolia_56374018_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/huile-de-soja_316;Huile de soja;épices, huiles et condiments;L’huile de soja est fabriquée par extraction des fèves de la légumineuse qui donnent une belle huile jaune pâle. Peu onéreuse et largement répandue en Chine, l’huile de soja est intéressante grâce à son goût neutre et ses propriétés nutritionnelles.;fotolia_59660667_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/levain_317;Levain;pâtes, riz, graines, céréales et pains;Le levain est une levure naturelle composée de bactéries lactiques, et non de micro-champignons, comme lalevure de boulanger. Le levain est issu de la fermentation naturelle de la farine, mélangée à de l'eau. Il s'agit de la plus ancienne levure utilisée. Dans l'Egypte antique, elle servait à faire lever le pain. Aujourd'hui encore, le levain permet d'obtenir des pains à la mie alvéolée et à la saveur acidulée caractéristique. S'il rallonge le temps de pousse de la pâte, le levain améliore la digestibilité du pain ainsi que sa conservation.;levain.jpg
https://www.academiedugout.fr/ingredients/levure-de-biere_318;Levure de bière;pâtes, riz, graines, céréales et pains;La levure de bière, ou levure diététique, est composée de micro-champignons, appelés « levures », servant traditionnellement à fermenter la bière. Riches en vitamines B et en minéraux, elle permet de renforcer les ongles et la fibre capillaire, et est ainsi utilisée comme complément alimentaire. Mais cette levure de bière maltée revêt les mêmes fonctions que lalevure de boulanger. Elle sert à confectionner des pâtes à pain ou à pizzas.;levure-de-biere.jpg
https://www.academiedugout.fr/ingredients/levure-de-boulanger_319;Levure de boulanger;pâtes, riz, graines, céréales et pains;La levure de boulanger est composée de micro-organismes (les « levures ») permettant de faire lever une pâte. Lors du repos de la pâte, les levures transforment les sucres de la farine en dioxyde de carbone. Ce gaz prend la forme de petites bulles qui, prisonnières de la pâte, vont la faire lever. Après cuisson, elles permettent d'obtenir une belle mie alvéolée.;fotolia_52067079_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/macis_320;Macis;épices, huiles et condiments;"Le macis, épice originaire d'Indonésie, n'est autre que l'écorce renfermant lanoix de muscadefraîche. Une fois séché et moulu, le macis, aussi appelé ""fleur de muscade, prend une couleur orangée. Il s'utilise en cuisine comme la noix qu'il protège. Sa saveur, proche de la muscade, est néanmoins plus subtile et plus poivrée. Le macis possède en outre des vertus digestives et anti-nauséeuses.";fotolia_25502040_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/maniguette_321;Maniguette;épices, huiles et condiments;La maniguette, aussi appelée poivre de Guinée ou poivre de paradis, est une graine de couleur brune issue d'une plante poussant au cœur de l'Afrique (Côte d'Ivoire, Ghana, Togo). Elle appartient à la même famille que le gingembre. Tout comme ce dernier, on lui prête des vertus aphrodisiaques. La maniguette est utilisée comme une épice. Sa saveur est plus soutenue que celle du poivre et rappelle celle de lacardamome.;fotolia_48529858_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/massala_322;Massala;épices, huiles et condiments;Le massala est un mélange d'épices typique de la gastronomie indienne et pakistanaise. « Massala » signifie littéralement « mélange ». Il existe plusieurs types de massala dont le garam massala, un mélange d'épices qui se compose d'une dizaine d'épices torréfiées : cardamome, cannelle, cumin, girofle, gingembre, coriandre, piment, poivre, muscade... Il est moins relevé que le tandoori massala, composé de piment doux et fort, d'ail, de coriandre, cumin carvi, romarin, thym, girofle, laurier, cannelle, poivre...;fotolia_15391572_subscription_l-copy.jpg
https://www.academiedugout.fr/ingredients/mouron-blanc-ou-mouron-des_323;Mouron blanc (Mouron des oiseaux);épices, huiles et condiments;« Mauvaise herbe » bien connue des jardiniers, le mouron blanc, également appelé mouron des oiseaux, stellaire intermédiaire ou morgeline, est comestible. Attention toutefois à ne pas le confondre avec le mouron des champs (Anagallis arvensis), une plante similaire légèrement toxique mais qui se distingue par ses fleurs bleues ou rouges. Les fleurs du mouron blanc sont blanches. Le mouron blanc est une plante rampante poussant en grosse touffes. Ses tiges couchées mesurent entre 10 et 30 centimètres. Elles sont munies d'une ligne de longs poils. Ses feuilles sont ovales, d’un beau vert tendre.;mouron-blanc-copy.jpg
https://www.academiedugout.fr/ingredients/nigelle_324;Nigelle;épices, huiles et condiments;La nigelle est une plante herbacée qui possède des fleurs bleutées ou blanches. Les graines noires issues des fleurs servent d’épices ou sont transformées en huile. La nigelle est cultivée autour du bassin méditerranéen ainsi qu’en Asie. Utilisée en cuisine, elle est également connue pour ses vertus médicinales. Elle doit toutefois être consommée en petite quantité car elle contient deux produits toxiques : les terpénoïdes et les alcaloïdes.;fotolia_31162706_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/olive-noire_325;Olive noire;épices, huiles et condiments;Produit typiquement méditerranéen, l’olive noire est le fruit de l’olivier cueilli à complète maturité (décembre, janvier,février), par opposition à l'olive vertequi est, elle, récoltée avant maturité (septembre, octobre, novembre). Le goût de l'olive noire est alors plus corsé et son taux en calories est plus élevé.;fotolia_52812929_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/olive-rose_326;Olive rose;épices, huiles et condiments;L’olive rose est une variété d’olive dont la peau affiche une couleur rosée assez pâle. C’est une olive peu répandue en France mais largement consommée au Maghreb. Elle se déguste surtout nature ou marinée à l’apéritif.;fotoliaok_modifie-1.jpg
https://www.academiedugout.fr/ingredients/olive-taggiasca_327;Olive taggiasca;épices, huiles et condiments;Spécialité italienne, l’olive taggiasca est une olive typique de la Ligurie, une région du nord de l’Italie et frontalière avec la France. Cette variété de petite taille est réputée pour son parfum savoureux. Elle est considérée comme une olive de grande qualité et permet de confectionner une huile absolument délicieuse.;fotoliaok.jpg
https://www.academiedugout.fr/ingredients/olive-verte_328;Olive verte;épices, huiles et condiments;Produit typiquement méditerranéen, l’olive verte est le fruit de l’olivier cueilli avant maturité (septembre, octobre, novembre), par opposition à l'olive noirequi est, elle, récoltée mûre (décembre, janvier, février). Le goût de l'olive verte est alors moins corsé. Toutefois, étant moins riche en huile, elle est également moins calorique.;fotoliaok.jpg
